pid,title,brand,category,sub_category,description,actual_price,average_rating,discount,selling_price,Color,Ideal For,Maximum Age,Minimum Age,Occasion,Season,Size,Suitable For,Type,Style,images,url
TKPFD3K6ZMN79MPH,Color Block Men Blue Track Pants,York,Clothing and Accessories,Bottomwear,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","1,799",4.5,71% off,521,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/w/f/d/xl-gl1700airforce-yorker-original-imafd4vgrxgfs3fu.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/n/t/u/xl-gl1700combo11-yorker-original-imafd4vjk4yfhhg3.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/n/t/u/xl-gl1700combo11-yorker-original-imafd4vkqrmkugkr.jpeg?q=70']",https://www.flipkart.com/yorker-color-block-men-blue-track-pants/p/itm7d72ee99c1b0b?pid=TKPFD3K6ZMN79MPH&lid=LSTTKPFD3K6ZMN79MPHVPOTJG&marketplace=FLIPKART&srno=b_1_25&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFD3K6ZMN79MPH.SEARCH&ssid=utkd4t3gb40000001612415717799
TKPFD3K6UZBYDZNY,Color Block Men Black Track Pants,York,Clothing and Accessories,Bottomwear,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","1,799",4.5,70% off,531,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/g/z/t/m-gl1700black-yorker-original-imafd4vhvzb2rt4c.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/g/z/t/s-gl1700black-yorker-original-imafd3mzx9f9shaz.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/g/z/t/xxl-gl1700black-yorker-original-imafd3mzh7q4bhuw.jpeg?q=70']",https://www.flipkart.com/yorker-color-block-men-black-track-pants/p/itmfd4vfzhfthvup?pid=TKPFD3K6UZBYDZNY&lid=LSTTKPFD3K6UZBYDZNYHEVY8G&marketplace=FLIPKART&srno=b_1_26&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFD3K6UZBYDZNY.SEARCH&ssid=utkd4t3gb40000001612415717799
TKPFD3K62JB9PEMR,Solid Men Brown Track Pants,York,Clothing and Accessories,Bottomwear,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","1,799",4.5,71% off,511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/e/m/r/s-gl1700coffee-yorker-original-imafd4vftybpcery.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/y/s/m/xl-gl1700combo15-yorker-original-imafd3mzprzptdhu.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/n/8/u/xxl-gl1700combo15-yorker-original-imafd3mzw4asfhr5.jpeg?q=70']",https://www.flipkart.com/yorker-solid-men-brown-track-pants/p/itm72d07b9156dc1?pid=TKPFD3K62JB9PEMR&lid=LSTTKPFD3K62JB9PEMRZJBU24&marketplace=FLIPKART&srno=b_1_27&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFD3K62JB9PEMR.SEARCH&ssid=utkd4t3gb40000001612415717799
TKPFCZ9EZDPZR5AH,Solid Men Multicolor Track Pants,York,Clothing and Accessories,Bottomwear,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","4,599",3.8,76% off,"1,067",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/jr3t5e80/track-pant/5/a/h/xl-1005combo7-yorker-original-imafczg3cwhmmyut.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jrjizrk0/track-pant/n/v/a/xxl-1005mlgrey-yorker-original-imafczg3jhusmjx6.jpeg?q=70']",https://www.flipkart.com/yorker-solid-men-multicolor-track-pants/p/itm8125794cdfc43?pid=TKPFCZ9EZDPZR5AH&lid=LSTTKPFCZ9EZDPZR5AHDWWYXS&marketplace=FLIPKART&srno=b_1_28&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFCZ9EZDPZR5AH.SEARCH&ssid=utkd4t3gb40000001612415717799
TKPFWBGVGU9FCAYX,Solid Men Dark Blue Track Pants,York,Clothing and Accessories,Bottomwear,,"1,499",3.3,67% off,491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/kfzq8i80/track-pant/a/y/x/xxl-1987-yorker-original-imafwburdyyezbsa.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kfzq8i80/track-pant/a/y/x/xxl-1987-yorker-original-imafwburgcqyymd5.jpeg?q=70']",https://www.flipkart.com/yorker-solid-men-dark-blue-track-pants/p/itma25d86c862a73?pid=TKPFWBGVGU9FCAYX&lid=LSTTKPFWBGVGU9FCAYXJYCUUE&marketplace=FLIPKART&srno=b_1_29&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFWBGVGU9FCAYX.SEARCH&ssid=utkd4t3gb40000001612415717799
TKPFWBGPGVKVZARU,Striped Men Grey Track Pants,York,Clothing and Accessories,Bottomwear,,"1,499",3.3,67% off,489,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/kfzq8i80/track-pant/a/r/u/xl-198990-yorker-original-imafwburmvhhakjq.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kfzq8i80/track-pant/a/r/u/xl-198990-yorker-original-imafwburvzv7hjzn.jpeg?q=70']",https://www.flipkart.com/yorker-striped-men-grey-track-pants/p/itm7299a10aedc9a?pid=TKPFWBGPGVKVZARU&lid=LSTTKPFWBGPGVKVZARUAWDJHL&marketplace=FLIPKART&srno=b_1_30&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFWBGPGVKVZARU.SEARCH&ssid=utkd4t3gb40000001612415717799
TKPFCZ9EVM2GZ4GF,Solid Men Brown Track Pants,York,Clothing and Accessories,Bottomwear,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","1,499",3.8,66% off,499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/jr3t5e80/track-pant/e/5/v/s-1005mouse-yorker-original-imafczg3dkgw5ysa.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jr3t5e80/track-pant/e/5/v/xxl-1005mouse-yorker-original-imafczg3gryemc5s.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jr3t5e80/track-pant/e/5/v/s-1005mouse-yorker-original-imafczg3h2a24egb.jpeg?q=70']",https://www.flipkart.com/yorker-solid-men-brown-track-pants/p/itmb5fb7611a3abe?pid=TKPFCZ9EVM2GZ4GF&lid=LSTTKPFCZ9EVM2GZ4GFUNXYXZ&marketplace=FLIPKART&srno=b_1_31&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFCZ9EVM2GZ4GF.SEARCH&ssid=utkd4t3gb40000001612415717799
TKPFWAG7YFWPMG5Y,Solid Men Blue Track Pants,York,Clothing and Accessories,Bottomwear,,"1,499",3.3,66% off,499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/kfyasnk0/track-pant/g/5/y/s-19876-yorker-original-imafwamyzrwjynkf.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kfyasnk0/track-pant/g/5/y/s-19876-yorker-original-imafwamynyeuu5zq.jpeg?q=70']",https://www.flipkart.com/yorker-solid-men-blue-track-pants/p/itm5ec2c845b9c94?pid=TKPFWAG7YFWPMG5Y&lid=LSTTKPFWAG7YFWPMG5YDZNFLJ&marketplace=FLIPKART&srno=b_1_32&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFWAG7YFWPMG5Y.SEARCH&ssid=utkd4t3gb40000001612415717799
TKPFCZ9E2UC3DR3F,"Solid Men Blue, Beige Track Pants",York,Clothing and Accessories,Bottomwear,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","2,999",3.9,68% off,931,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/jr3t5e80/track-pant/b/n/v/l-1005combo6-yorker-original-imafczgcgh8ngwje.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jr58l8w0/track-pant/f/s/v/m-1005combo9-yorker-original-imafczez7buydy6r.jpeg?q=70']",https://www.flipkart.com/yorker-solid-men-blue-beige-track-pants/p/itmfczgchvgguwhf?pid=TKPFCZ9E2UC3DR3F&lid=LSTTKPFCZ9E2UC3DR3FUAJZFK&marketplace=FLIPKART&srno=b_1_33&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFCZ9E2UC3DR3F.SEARCH&ssid=utkd4t3gb40000001612415717799
TKPFCZ9ECDYYDNKA,Solid Men Dark Green Track Pants,York,Clothing and Accessories,Bottomwear,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","1,499",3.5,64% off,537,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/kihqz680-0/track-pant/9/x/d/l-ep-tp1005-epoxy-original-imafczgcat2nrvbz.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kihqz680-0/track-pant/l/d/i/l-ep-tp1005-epoxy-original-imafczg3yyz6zgab.jpeg?q=70']",https://www.flipkart.com/yorker-solid-men-dark-green-track-pants/p/itm2af0b728e097b?pid=TKPFCZ9ECDYYDNKA&lid=LSTTKPFCZ9ECDYYDNKADYAGSE&marketplace=FLIPKART&srno=b_1_34&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFCZ9ECDYYDNKA.SEARCH&ssid=utkd4t3gb40000001612415717799
SOCFVCCYUDEN2AVH,Men Self Design Ankle Length  (Pack of 4),ANGI,Clothing and Accessories,Clothing Accessories,"These men's socks from Acort house give comfort to your feet while on the move. The heavy cushion embedded in these socks keeps your feet comfortable and relaxed all day. All our cotton socks are knitted using the most advanced and cutting edge machines, ensuring that every sock is well crafted and comfortable. These socks are made of 80% combed cotton, which ensures that the socks are soft and breathable so that your feet remain comfortable and fresh all day long. They are 40% thicker and heavier than regular socks and are able to absorb sweat better, making them ideal for sports, athletic and casual activities. The inbuilt mesh ventilation layer improves air flow and breathability for enhanced comfort. The socks are available in a pack of 4 and come in Beige, Grey, Blue and black colours.",399,4.2,29% off,280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/keokpe80-0/sock/c/c/m/free-socks-4ab-angira-original-imafvaxkq5cfbssr.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/keokpe80-0/sock/e/x/n/free-socks-4ab-angira-original-imafvaxkqxbcynhz.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/keokpe80-0/sock/v/o/n/free-socks-4ab-angira-original-imafvaxkzwnqkgta.jpeg?q=70']",https://www.flipkart.com/angira-men-self-design-ankle-length/p/itm895dfea460864?pid=SOCFVCCYUDEN2AVH&lid=LSTSOCFVCCYUDEN2AVHHF0OLU&marketplace=FLIPKART&srno=b_1_1&otracker=browse&fm=organic&iid=7a7b2905-8b65-4885-8f8a-982ea715c421.SOCFVCCYUDEN2AVH.SEARCH&ssid=25mefaocw00000001612095730040
CTPFVZTEMJWEJJJV,nu-Lite Satin Tie & Cufflink  (Red),,Clothing and Accessories,Clothing Accessories,"Provides you nu-Lite men Necktie, Pocket Square, Cufflink. The tie is often the centerpiece of the dress, it's important to choose your tie wisely. These fashion accessory kits are a way to step up your wardrobe and make the perfect gift (even if it's for yourself). Either it is or a formal occasion, our classy accessory set will never fail to add that touch of class to your personality. You can wear this for long hours without any discomfort. The tie has sophisticated design and colour. Comes with elegant primary packing, great choice for gifting purpose. Each set comes with:","2,469",4.3,79% off,499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/j/j/v/men-s-silk-necktie-set-with-pocket-square-lapel-pin-and-original-imafvp26zmzkqucy.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/j/j/v/men-s-silk-necktie-set-with-pocket-square-lapel-pin-and-original-imafvp26dapeyzhq.jpeg?q=70']",https://www.flipkart.com/nu-lite-satin-tie-cufflink/p/itmcaed1978977d4?pid=CTPFVZTEMJWEJJJV&lid=LSTCTPFVZTEMJWEJJJVKAOFY4&marketplace=FLIPKART&srno=b_1_1&otracker=browse&fm=organic&iid=209b8c72-a320-461f-813b-921b3ed95f20.CTPFVZTEMJWEJJJV.SEARCH&ssid=ehshou28g00000001612116336097
CTPFVQP2PEHKGYFQ,nu-Lite Satin Tie & Cufflink  (Red),,Clothing and Accessories,Clothing Accessories,,"2,469",2.7,79% off,499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/kf8kvbk0/cufflink-tie-pin/y/f/q/men-s-plain-micro-polyester-necktie-set-with-pocket-square-lapel-original-imafvqvdpexevezw.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf8kvbk0/cufflink-tie-pin/y/f/q/men-s-plain-micro-polyester-necktie-set-with-pocket-square-lapel-original-imafvqvdsfdrzynn.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf8kvbk0/cufflink-tie-pin/y/f/q/men-s-plain-micro-polyester-necktie-set-with-pocket-square-lapel-original-imafvqvdkthbc6w7.jpeg?q=70']",https://www.flipkart.com/nu-lite-satin-tie-cufflink/p/itm8614b1c0ef914?pid=CTPFVQP2PEHKGYFQ&lid=LSTCTPFVQP2PEHKGYFQNX4SVM&marketplace=FLIPKART&srno=b_1_2&otracker=browse&fm=organic&iid=209b8c72-a320-461f-813b-921b3ed95f20.CTPFVQP2PEHKGYFQ.SEARCH&ssid=ehshou28g00000001612116336097
CTPFVPM3NDPBPPXE,nu-Lite Satin Tie & Cufflink  (Purple),,Clothing and Accessories,Clothing Accessories,,"1,299",4.7,73% off,349,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/p/x/e/men-s-micro-polyester-necktie-set-with-pocket-square-and-lapel-original-imafvpttrfajythg.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf5pzm80/cufflink-tie-pin/h/4/a/men-s-micro-polyester-necktie-set-with-pocket-square-and-lapel-original-imafvzusdkg5wdrq.jpeg?q=70']",https://www.flipkart.com/nu-lite-satin-tie-cufflink/p/itm2396bf1f7730f?pid=CTPFVPM3NDPBPPXE&lid=LSTCTPFVPM3NDPBPPXEC1NRQY&marketplace=FLIPKART&srno=b_1_3&otracker=browse&fm=organic&iid=209b8c72-a320-461f-813b-921b3ed95f20.CTPFVPM3NDPBPPXE.SEARCH&ssid=ehshou28g00000001612116336097
CTPFVZHSA7G4PFC5,nu-Lite Satin Tie & Cufflink  (Grey),,Clothing and Accessories,Clothing Accessories,"We NextEdgeRetails are a professional tie manufacturer. We focus on ties for many years and In our store, we have many other styles (neckties,bow ties,tie sets,etc.) for sell which are bound to meet your needs, you can click our brand name nu-Lite to choose. Our products are famous for their comfort, durability and design because of the reliable quality, our products have been highly favored of the majority of customers. Besides they also would be perfect gifts or excellent additions to your wardrobe as well as for all fashion forward men, this tie is going to be a perfect pick. Make your Monday meetings more fun with this tie and show the world your style. Wearing an elegant man tie is an effective way to make you look charming and energetic. Be stylish and make a new style statement with nu-Lite that includes a great range of formal/casual slim neckties with pocket square for men. These ties looks good with most shirts, winning you compliments wherever you go and it. Comes with elegant primary packing of wooden box, it's a great choice for gifting purpose. Material: Wrinkle-resistant with ultra-fine POLYESTER microfiber, looks and feels like silk and even more durable OCCASIONS: nu-Lite ties collection are great choices for formal, casual and less formal occasions, such as office events, dinner dates, and simple day to day activities and also for Wedding, Engagement, Prom Ball Party, Business, Office, Meeting, Birthday Gifts, Holiday Presents, Thanks Giving, Christmas, Events Dressing. HOW TO CARE: Dry Cleaning Recommended and Before the first use please use Low Temperature Ironing to smooth the wrinkles. NOTE: In case you don't like the ties simply send them back, our team is here for any question.","2,599",4.3,80% off,499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/f/c/5/men-s-micro-polyester-checkered-necktie-set-with-pocket-square-original-imafvp2bzvyfnhep.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/f/c/5/men-s-micro-polyester-checkered-necktie-set-with-pocket-square-original-imafvp2bq6hcynag.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/f/c/5/men-s-micro-polyester-checkered-necktie-set-with-pocket-square-original-imafvp2byk9azfjk.jpeg?q=70']",https://www.flipkart.com/nu-lite-satin-tie-cufflink/p/itm257b695e341c7?pid=CTPFVZHSA7G4PFC5&lid=LSTCTPFVZHSA7G4PFC5MP7E3N&marketplace=FLIPKART&srno=b_1_4&otracker=browse&fm=organic&iid=209b8c72-a320-461f-813b-921b3ed95f20.CTPFVZHSA7G4PFC5.SEARCH&ssid=ehshou28g00000001612116336097
CTPFVZD8CNSZ3AMR,nu-Lite Satin Tie & Cufflink  (Multicolor),,Clothing and Accessories,Clothing Accessories,"We NextEdgeRetails are a professional tie manufacturer. We focus on ties for many years and In our store, we have many other styles (neckties,bow ties,tie sets,etc.) for sell which are bound to meet your needs, you can click our brand name nu-Lite to choose. Our products are famous for their comfort, durability and design because of the reliable quality, our products have been highly favored of the majority of customers. Besides they also would be perfect gifts or excellent additions to your wardrobe as well as for all fashion forward men, this tie is going to be a perfect pick. Make your Monday meetings more fun with this tie and show the world your style. Wearing an elegant man tie is an effective way to make you look charming and energetic. Be stylish and make a new style statement with nu-Lite that includes a great range of formal/casual slim neckties with pocket square for men. These ties looks good with most shirts, winning you compliments wherever you go and it. Comes with elegant primary packing of wooden box, it's a great choice for gifting purpose. Material: Wrinkle-resistant with ultra-fine POLYESTER microfiber, looks and feels like silk and even more durable OCCASIONS: nu-Lite ties collection are great choices for formal, casual and less formal occasions, such as office events, dinner dates, and simple day to day activities and also for Wedding, Engagement, Prom Ball Party, Business, Office, Meeting, Birthday Gifts, Holiday Presents, Thanks Giving, Christmas, Events Dressing. HOW TO CARE: Dry Cleaning Recommended and Before the first use please use Low Temperature Ironing to smooth the wrinkles. NOTE: In case you don't like the ties simply send them back, our team is here for any question.","2,469",2.7,79% off,499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/a/m/r/men-s-micro-polyester-printed-necktie-set-with-pocket-square-original-imafvp2bhvghvjxm.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/a/m/r/men-s-micro-polyester-printed-necktie-set-with-pocket-square-original-imafvp2bhtmzwcq5.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/a/m/r/men-s-micro-polyester-printed-necktie-set-with-pocket-square-original-imafvp2bhzaeyjjh.jpeg?q=70']",https://www.flipkart.com/nu-lite-satin-tie-cufflink/p/itmafaf97e9b3a98?pid=CTPFVZD8CNSZ3AMR&lid=LSTCTPFVZD8CNSZ3AMRQHXR9R&marketplace=FLIPKART&srno=b_1_5&otracker=browse&fm=organic&iid=209b8c72-a320-461f-813b-921b3ed95f20.CTPFVZD8CNSZ3AMR.SEARCH&ssid=ehshou28g00000001612116336097
CTPFVQNNHGYFTGFN,nu-Lite Satin Tie & Cufflink  (Blue),,Clothing and Accessories,Clothing Accessories,"We NextEdgeRetails are a professional tie manufacturer. We focus on ties for many years and In our store, we have many other styles (neckties,bow ties,tie sets,etc.) for sell which are bound to meet your needs, you can click our brand name Axlon to choose. Our products are famous for their comfort, durability and design because of the reliable quality, our products have been highly favored of the majority of customers. Besides they also would be perfect gifts or excellent additions to your wardrobe as well as for all fashion forward men, this tie is going to be a perfect pick. Make your Monday meetings more fun with this tie and show the world your style. Wearing an elegant man tie is an effective way to make you look charming and energetic. Be stylish and make a new style statement with Axlon that includes a great range of formal/casual slim neckties with pocket square for men. These ties looks good with most shirts, winning you compliments wherever you go and it. Comes with elegant primary packing of wooden box, it's a great choice for gifting purpose.  Material: Wrinkle-resistant with ultra-fine POLYESTER microfiber, looks and feels like silk and even more durable.  OCCASIONS: Axlon ties collection are great choices for formal, casual and less formal occasions, such as office events, dinner dates, and simple day to day activities and also for Wedding, Engagement, Prom Ball Party, Business, Office, Meeting, Birthday Gifts, Holiday Presents, Thanks Giving, Christmas, Events Dressing.  HOW TO CARE: Dry Cleaning Recommended and Before the first use please use Low Temperature Ironing to smooth the wrinkles.  NOTE: In case you don't like the ties simply send them back, our team is here for any question.","2,469",2.7,79% off,499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/kf8kvbk0/cufflink-tie-pin/g/f/n/men-s-small-dots-designed-micro-polyester-necktie-set-with-original-imafvqxgxfu9jyeh.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf8kvbk0/cufflink-tie-pin/g/f/n/men-s-small-dots-designed-micro-polyester-necktie-set-with-original-imafvqxgka9m7qtz.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf8kvbk0/cufflink-tie-pin/g/f/n/men-s-small-dots-designed-micro-polyester-necktie-set-with-original-imafvqxgthd9wwbu.jpeg?q=70']",https://www.flipkart.com/nu-lite-satin-tie-cufflink/p/itm882bc262330a4?pid=CTPFVQNNHGYFTGFN&lid=LSTCTPFVQNNHGYFTGFNBRNXCW&marketplace=FLIPKART&srno=b_1_6&otracker=browse&fm=organic&iid=209b8c72-a320-461f-813b-921b3ed95f20.CTPFVQNNHGYFTGFN.SEARCH&ssid=ehshou28g00000001612116336097
CTPFVZT3UFN99ZTH,nu-Lite Satin Tie & Cufflink  (Yellow),,Clothing and Accessories,Clothing Accessories,"Wearing an elegant man tie is an effective way to make you look charming and energetic. nu-Lite includes an amazing range of formal/casual slim neckties with pocket square for men. Further the classy & stylish appeal of these ties will certainly appeal to all & is bound to turn all heads. Adding complementing pocket square will enhance overall attire. It looks great with any dress or button up shirt. We have an enormous selection of ties to choose from, you can find the most elegant necktie designs and colors for each season of the year. These ties looks good with most shirts, winning you compliments wherever you go. Comes with elegant primary packing, great choice for gifting purpose. Each set comes with:","3,299",2.7,81% off,599,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/z/t/h/formal-casual-printed-polyester-necktie-set-with-pocket-square-original-imafvp26ncs8qzns.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/z/t/h/formal-casual-printed-polyester-necktie-set-with-pocket-square-original-imafvp268mztrxfj.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/z/t/h/formal-casual-printed-polyester-necktie-set-with-pocket-square-original-imafvp26rjd7b6xf.jpeg?q=70']",https://www.flipkart.com/nu-lite-satin-tie-cufflink/p/itm75fb65e776cf6?pid=CTPFVZT3UFN99ZTH&lid=LSTCTPFVZT3UFN99ZTHIG5VFI&marketplace=FLIPKART&srno=b_1_7&otracker=browse&fm=organic&iid=209b8c72-a320-461f-813b-921b3ed95f20.CTPFVZT3UFN99ZTH.SEARCH&ssid=ehshou28g00000001612116336097
CTPFVZHY42MSZCF6,nu-Lite Satin Tie & Cufflink  (Black),,Clothing and Accessories,Clothing Accessories,,"2,469",2.7,79% off,499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/c/f/6/men-s-micro-polyester-necktie-set-with-pocket-square-lapel-pin-original-imafvzz8tc6mfh9z.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/c/f/6/men-s-micro-polyester-necktie-set-with-pocket-square-lapel-pin-original-imafvzz8m23rm2sb.jpeg?q=70']",https://www.flipkart.com/nu-lite-satin-tie-cufflink/p/itm94e0c48ed11b8?pid=CTPFVZHY42MSZCF6&lid=LSTCTPFVZHY42MSZCF6RVKRYS&marketplace=FLIPKART&srno=b_1_8&otracker=browse&fm=organic&iid=209b8c72-a320-461f-813b-921b3ed95f20.CTPFVZHY42MSZCF6.SEARCH&ssid=ehshou28g00000001612116336097
